booking_id,customer_id,status,no_of_rooms,hotel_id,amount,discount,date_of_booking,check_in,check_out,discount_percent
1301,191033,Stayed,1,668,3834,811,2017-02-06,2017-02-10,2017-02-11,21
1302,190562,Cancelled,1,716,2599,572,2017-02-28,2017-02-28,2017-03-01,22
1303,74653,Stayed,1,716,3444,875,2017-02-24,2017-02-24,2017-02-25,25
1304,9187,Cancelled,1,716,3379,858,2017-02-17,2017-02-17,2017-02-18,25
1305,74653,Stayed,1,716,3184,701,2017-02-15,2017-02-15,2017-02-16,22
1306,165419,Cancelled,1,716,3054,672,2017-02-10,2017-02-15,2017-02-16,22
1307,153758,Stayed,1,716,3119,660,2017-02-10,2017-02-13,2017-02-14,21
1308,164227,Cancelled,1,716,2794,591,2017-02-12,2017-02-12,2017-02-13,21
1309,136094,Stayed,1,716,4094,1040,2017-02-04,2017-02-06,2017-02-07,25
1310,136094,Cancelled,1,716,4094,1040,2017-02-04,2017-02-06,2017-02-07,25
1311,14778,Cancelled,1,135,7406,1566,2017-02-27,2017-03-03,2017-03-06,21
1312,20597,Stayed,1,135,8576,1887,2017-02-02,2017-02-02,2017-02-05,22
1313,28621,Cancelled,1,146,3466,734,2017-02-21,2017-02-23,2017-02-24,21
1314,2562,Stayed,1,146,3388,860,2017-02-11,2017-02-11,2017-02-12,25
1315,6114,Stayed,1,146,1856,393,2017-02-08,2017-02-08,2017-02-09,21
1316,12377,Cancelled,1,25,11565,2446,2017-02-25,2017-03-07,2017-03-11,21
1317,14557,Stayed,1,25,7342,1615,2017-02-24,2017-02-25,2017-02-27,22
1318,48802,Cancelled,1,25,3054,646,2017-02-23,2017-02-25,2017-02-26,21
1319,14557,Stayed,1,25,3314,729,2017-02-24,2017-02-24,2017-02-25,22
1320,14557,Cancelled,1,25,11954,2529,2017-02-20,2017-02-24,2017-02-27,21
1321,184770,"No Show",1,25,3444,875,2017-02-14,2017-02-14,2017-02-15,25
1322,159873,Cancelled,1,25,2469,627,2017-02-09,2017-02-09,2017-02-10,25
1323,86273,Stayed,1,25,2469,543,2017-02-08,2017-02-08,2017-02-09,22
1324,142383,Stayed,3,147,12086,2659,2017-02-16,2017-03-08,2017-03-09,22
1325,85699,Stayed,1,147,4354,921,2017-02-24,2017-02-25,2017-02-26,21
1326,172411,"No Show",1,147,3639,770,2017-02-05,2017-02-05,2017-02-06,21
1327,172411,Stayed,1,147,3639,770,2017-02-05,2017-02-05,2017-02-06,21
1328,172411,Cancelled,1,147,7212,1526,2017-02-05,2017-02-05,2017-02-07,21
1329,94413,Stayed,1,147,3184,673,2017-02-01,2017-02-02,2017-02-03,21
1330,37622,Stayed,1,166,8057,1705,2017-02-26,2017-02-27,2017-03-01,21
1331,9894,Stayed,1,49,2989,633,2017-02-21,2017-02-28,2017-03-01,21
1332,130164,Cancelled,1,394,4549,963,2017-02-19,2017-02-25,2017-02-26,21
1333,46140,Stayed,1,350,2469,543,2017-02-26,2017-02-27,2017-02-28,22
1334,77175,Stayed,1,366,3557,903,2017-02-21,2017-03-21,2017-03-23,25
1335,15447,Stayed,1,366,1560,343,2017-02-28,2017-02-28,2017-03-01,22
1336,182782,Cancelled,1,366,5639,1194,2017-02-27,2017-03-01,2017-03-04,21
1337,15447,Stayed,1,366,1560,396,2017-02-27,2017-02-27,2017-02-28,25
1338,15447,Stayed,1,366,2072,455,2017-02-27,2017-02-28,2017-03-01,22
1339,192084,Cancelled,1,366,2847,603,2017-02-17,2017-02-18,2017-02-19,21
1340,199611,Cancelled,1,366,2188,556,2017-02-15,2017-02-17,2017-02-18,25
1341,73006,Stayed,1,366,2018,513,2017-02-16,2017-02-17,2017-02-18,25
1342,136424,Stayed,1,366,2566,543,2017-02-12,2017-02-12,2017-02-13,21
1343,12114,Stayed,1,366,2491,527,2017-02-08,2017-02-11,2017-02-12,21
1344,136424,Stayed,2,366,5671,1440,2017-02-11,2017-02-11,2017-02-12,25
1345,48657,Stayed,2,375,2857,605,2017-02-27,2017-02-27,2017-02-28,21
1346,19309,Cancelled,1,375,4157,914,2017-02-05,2017-02-06,2017-02-08,22
1347,33558,Stayed,1,960,4360,959,2017-02-17,2017-02-20,2017-02-22,22
1348,118645,Cancelled,1,960,1560,343,2017-02-19,2017-02-21,2017-02-22,22
1349,192056,"No Show",1,348,5066,1114,2017-02-12,2017-02-25,2017-02-28,22
1350,55452,Stayed,1,579,4677,990,2017-02-21,2017-02-22,2017-02-24,21
1351,30499,Stayed,1,380,10587,2240,2017-02-14,2017-03-07,2017-03-11,21
1352,73006,Stayed,1,380,2014,426,2017-02-25,2017-02-25,2017-02-26,21
1353,50594,"No Show",1,380,1949,429,2017-02-24,2017-02-24,2017-02-25,22
1354,55452,Cancelled,1,380,4417,935,2017-02-18,2017-02-22,2017-02-24,21
1355,75341,Stayed,1,380,3897,825,2017-02-15,2017-02-19,2017-02-21,21
1356,58754,Cancelled,1,130,1429,363,2017-02-17,2017-03-20,2017-03-21,25
1357,187505,Stayed,1,396,2599,572,2017-02-20,2017-02-20,2017-02-21,22
1358,64143,Stayed,1,396,3704,815,2017-02-18,2017-02-18,2017-02-19,22
1359,195573,Cancelled,1,391,2534,536,2017-02-23,2017-02-23,2017-02-24,21
1360,60395,Stayed,1,564,2534,536,2017-02-20,2017-02-22,2017-02-23,21
1361,126821,Cancelled,1,62,2144,453,2017-02-27,2017-02-28,2017-03-01,21
1362,126821,Cancelled,1,62,4417,935,2017-02-26,2017-02-27,2017-03-01,21
1363,42520,Stayed,1,62,2144,453,2017-02-22,2017-02-22,2017-02-23,21
1364,82104,Cancelled,1,62,1754,371,2017-02-21,2017-02-21,2017-02-22,21
1365,50981,Cancelled,1,62,2664,563,2017-02-16,2017-02-16,2017-02-17,21
1366,49800,Cancelled,1,62,2209,468,2017-02-16,2017-02-16,2017-02-17,21
1367,55384,Cancelled,1,62,6367,1400,2017-02-03,2017-03-07,2017-03-09,22
1368,55576,Stayed,1,62,1949,413,2017-02-06,2017-02-06,2017-02-07,21
1369,195179,Stayed,1,62,4677,990,2017-02-04,2017-02-04,2017-02-06,21
1370,33021,"No Show",1,62,2924,618,2017-02-10,2017-02-11,2017-02-12,21
1371,45972,Stayed,1,437,4419,935,2017-02-24,2017-02-24,2017-02-25,21
1372,183351,Cancelled,1,437,8707,1915,2017-02-15,2017-02-17,2017-02-19,22
1373,45090,Stayed,1,551,5654,1196,2017-02-15,2017-02-15,2017-02-16,21
1374,61890,Stayed,1,548,3444,728,2017-02-21,2017-02-21,2017-02-22,21
1375,183032,Cancelled,1,233,2794,591,2017-02-17,2017-02-25,2017-02-26,21
1376,90112,Stayed,1,233,5262,1157,2017-02-21,2017-02-22,2017-02-24,22
1377,90112,Stayed,1,233,2534,558,2017-02-20,2017-02-21,2017-02-22,22
1378,24154,Cancelled,1,233,2729,693,2017-02-14,2017-02-15,2017-02-16,25
1379,34224,"No Show",1,233,3249,825,2017-02-12,2017-02-14,2017-02-15,25
1380,2161,Cancelled,1,233,2859,605,2017-02-06,2017-02-07,2017-02-08,21
1381,145528,Cancelled,1,233,2924,618,2017-02-03,2017-02-05,2017-02-06,21
1382,38837,Cancelled,1,233,2989,633,2017-02-04,2017-02-05,2017-02-06,21
1383,187774,Stayed,1,701,2859,605,2017-02-22,2017-02-22,2017-02-23,21
1384,50471,Stayed,1,701,3119,686,2017-02-21,2017-02-21,2017-02-22,22
1385,25812,Cancelled,1,378,3769,798,2017-02-05,2017-02-05,2017-02-06,21
1386,182602,Stayed,1,378,8034,1768,2017-02-02,2017-02-02,2017-02-04,22
1387,14708,Stayed,1,74,4807,1057,2017-02-28,2017-03-01,2017-03-03,22
1388,101051,Stayed,1,74,2924,618,2017-02-17,2017-02-17,2017-02-18,21
1389,77061,Cancelled,1,74,4547,963,2017-02-15,2017-04-08,2017-04-10,21
1390,15573,Cancelled,1,74,2404,508,2017-02-06,2017-02-06,2017-02-07,21
1391,85431,Stayed,1,74,2534,536,2017-02-05,2017-02-05,2017-02-06,21
1392,193175,Stayed,1,74,5132,1086,2017-02-02,2017-02-02,2017-02-04,21
1393,183557,Cancelled,1,74,2989,759,2017-02-14,2017-02-15,2017-02-16,25
1394,193175,Stayed,1,74,2339,495,2017-02-13,2017-02-13,2017-02-14,21
1395,52555,Stayed,1,116,1689,358,2017-02-23,2017-02-23,2017-02-24,21
1396,118827,Cancelled,1,116,2404,508,2017-02-14,2017-02-14,2017-02-15,21
1397,73278,Stayed,1,116,1299,275,2017-02-07,2017-02-07,2017-02-08,21
1398,103227,Cancelled,2,116,3117,660,2017-02-28,2017-02-28,2017-03-01,21
1399,199981,Stayed,1,178,2599,0,2017-02-15,2017-02-15,2017-02-16,0
1400,48403,Cancelled,1,178,2989,633,2017-02-13,2017-02-14,2017-02-15,21
1401,7310,Cancelled,2,263,4417,935,2017-02-23,2017-02-23,2017-02-24,21
1402,160722,Stayed,1,263,1624,343,2017-02-08,2017-02-08,2017-02-09,21
1403,3510,Stayed,1,21,2144,453,2017-02-26,2017-02-26,2017-02-27,21
1404,5977,Stayed,1,21,1819,385,2017-02-24,2017-02-24,2017-02-25,21
1405,5977,Stayed,1,21,1819,385,2017-02-24,2017-02-24,2017-02-25,21
1406,18261,"No Show",1,21,2014,426,2017-02-24,2017-02-24,2017-02-25,21
1407,69723,Stayed,1,21,1494,316,2017-02-12,2017-02-12,2017-02-13,21
1408,31136,Stayed,1,21,2664,563,2017-02-09,2017-02-10,2017-02-11,21
1409,63907,Stayed,1,21,2664,563,2017-02-09,2017-02-10,2017-02-11,21
1410,175727,Stayed,1,21,2144,545,2017-02-05,2017-02-06,2017-02-07,25
1411,5977,Stayed,1,21,2989,633,2017-02-04,2017-02-04,2017-02-05,21
1412,63082,Stayed,1,21,2274,481,2017-02-03,2017-02-03,2017-02-04,21
1413,94377,Stayed,1,21,2274,501,2017-02-03,2017-02-03,2017-02-04,22
1414,20319,Stayed,7,29,13056,3465,2017-02-28,2017-02-28,2017-03-01,27
1415,155186,Stayed,1,29,1884,398,2017-02-27,2017-02-27,2017-02-28,21
1416,83735,Stayed,1,29,2209,468,2017-02-21,2017-02-23,2017-02-24,21
1417,69202,Stayed,1,29,2469,523,2017-02-18,2017-02-18,2017-02-19,21
1418,155186,Stayed,1,29,4482,948,2017-02-14,2017-02-15,2017-02-17,21
1419,10965,Cancelled,1,29,2534,536,2017-02-10,2017-02-11,2017-02-12,21
1420,110810,Stayed,1,3,1884,398,2017-02-08,2017-02-08,2017-02-09,21
1421,61890,Stayed,1,3,1884,415,2017-02-01,2017-02-01,2017-02-02,22
1422,116379,Stayed,1,3,2274,481,2017-02-03,2017-02-03,2017-02-04,21
1423,179876,Cancelled,1,3,3054,646,2017-02-02,2017-02-04,2017-02-05,21
1424,61311,Cancelled,1,33,2014,426,2017-02-28,2017-03-04,2017-03-05,21
1425,14499,Stayed,1,33,1429,303,2017-02-28,2017-03-02,2017-03-03,21
1426,13951,Cancelled,1,33,3442,728,2017-02-28,2017-03-02,2017-03-04,21
1427,35737,Cancelled,1,33,2079,458,2017-02-16,2017-02-24,2017-02-25,22
1428,190208,Stayed,1,33,2079,440,2017-02-19,2017-02-19,2017-02-20,21
1429,184876,Cancelled,1,33,2014,426,2017-02-07,2017-02-14,2017-02-15,21
1430,7731,Stayed,1,33,2014,426,2017-02-07,2017-02-07,2017-02-08,21
1431,57335,Stayed,1,33,1689,429,2017-02-07,2017-02-07,2017-02-08,25
1432,57335,Cancelled,1,33,1494,380,2017-02-07,2017-02-07,2017-02-08,25
1433,44356,Stayed,1,33,2404,508,2017-02-04,2017-02-04,2017-02-05,21
1434,162890,Stayed,1,33,2014,426,2017-02-23,2017-02-24,2017-02-25,21
1435,5633,Stayed,1,33,1624,413,2017-02-24,2017-02-24,2017-02-25,25
1436,179123,Cancelled,1,33,1754,371,2017-02-07,2017-02-10,2017-02-11,21
1437,107041,Stayed,1,33,1884,398,2017-02-08,2017-02-08,2017-02-09,21
1438,139383,Stayed,1,33,1884,398,2017-02-08,2017-02-08,2017-02-09,21
1439,61311,Stayed,1,420,1949,413,2017-02-10,2017-02-13,2017-02-14,21
1440,83024,Cancelled,1,305,2144,453,2017-02-19,2017-02-19,2017-02-20,21
1441,121536,Cancelled,1,305,1884,398,2017-02-06,2017-02-13,2017-02-14,21
1442,88424,"No Show",1,305,2014,426,2017-02-03,2017-02-03,2017-02-04,21
1443,126952,Cancelled,1,37,2404,508,2017-02-15,2017-02-15,2017-02-16,21
1444,42287,Stayed,1,37,2144,453,2017-02-06,2017-02-06,2017-02-07,21
1445,154563,Cancelled,2,37,5392,1141,2017-02-24,2017-02-25,2017-02-26,21
1446,23689,Cancelled,1,37,4287,908,2017-02-23,2017-02-24,2017-02-26,21
1447,10362,Cancelled,1,37,2014,426,2017-02-22,2017-02-22,2017-02-23,21
1448,73006,"No Show",1,37,11369,2405,2017-02-18,2017-02-21,2017-02-26,21
1449,73006,"No Show",1,37,2274,481,2017-02-18,2017-02-20,2017-02-21,21
1450,61856,Stayed,1,37,7340,1615,2017-02-09,2017-02-16,2017-02-19,22
1451,187982,Stayed,1,449,2308,508,2017-02-26,2017-03-02,2017-03-03,22
1452,59877,Cancelled,1,449,1958,415,2017-02-16,2017-02-16,2017-02-17,21
1453,24749,Stayed,1,449,2192,464,2017-02-14,2017-02-15,2017-02-16,21
1454,12790,Stayed,1,449,4116,871,2017-02-07,2017-02-09,2017-02-11,21
1455,145478,Stayed,1,449,2192,482,2017-02-09,2017-02-09,2017-02-10,22
1456,187982,Stayed,1,449,2331,513,2017-02-01,2017-02-03,2017-02-04,22
1457,199763,Stayed,1,449,2192,482,2017-02-07,2017-02-07,2017-02-08,22
1458,197733,Stayed,1,13,1819,385,2017-02-28,2017-03-01,2017-03-02,21
1459,10362,Stayed,1,13,1819,385,2017-02-28,2017-02-28,2017-03-01,21
1460,141201,Stayed,1,13,1819,385,2017-02-26,2017-02-27,2017-02-28,21
1461,10362,Stayed,1,13,1819,385,2017-02-27,2017-02-27,2017-02-28,21
1462,54218,Cancelled,1,13,2079,440,2017-02-24,2017-02-26,2017-02-27,21
1463,197733,Cancelled,1,13,2079,440,2017-02-25,2017-02-26,2017-02-27,21
1464,32772,Cancelled,1,13,3507,771,2017-02-19,2017-02-25,2017-02-27,22
1465,165031,Stayed,1,13,1754,371,2017-02-16,2017-02-19,2017-02-20,21
1466,54218,Cancelled,1,13,2664,563,2017-02-14,2017-02-18,2017-02-19,21
1467,7592,Cancelled,1,13,2079,440,2017-02-16,2017-02-17,2017-02-18,21
1468,3424,Stayed,1,13,2014,426,2017-02-16,2017-02-16,2017-02-17,21
1469,165031,Cancelled,1,13,1884,398,2017-02-15,2017-02-19,2017-02-20,21
1470,7592,Stayed,1,13,2339,495,2017-02-11,2017-02-11,2017-02-12,21
1471,145478,Stayed,1,13,1754,386,2017-02-10,2017-02-10,2017-02-11,22
1472,6845,Stayed,1,13,1559,330,2017-02-09,2017-02-09,2017-02-10,21
1473,7592,Stayed,1,13,1819,385,2017-02-07,2017-02-08,2017-02-09,21
1474,6845,Stayed,1,13,1559,330,2017-02-08,2017-02-08,2017-02-09,21
1475,7970,Stayed,1,13,1819,385,2017-02-08,2017-02-08,2017-02-09,21
1476,7970,"No Show",1,13,1494,316,2017-02-07,2017-02-07,2017-02-08,21
1477,121442,Cancelled,1,13,1299,330,2017-02-07,2017-02-07,2017-02-08,25
1478,8353,Cancelled,1,13,1819,385,2017-02-06,2017-02-07,2017-02-08,21
1479,75141,Stayed,1,207,2274,481,2017-02-14,2017-02-18,2017-02-19,21
1480,30453,Stayed,1,207,3247,824,2017-02-13,2017-02-15,2017-02-17,25
1481,179789,Stayed,1,207,1494,316,2017-02-12,2017-02-12,2017-02-13,21
1482,76917,Stayed,1,207,1754,446,2017-02-04,2017-02-12,2017-02-13,25
1483,189815,Cancelled,1,207,1884,398,2017-02-08,2017-02-14,2017-02-15,21
1484,30453,Stayed,1,207,4805,1220,2017-02-03,2017-02-09,2017-02-12,25
1485,61856,Cancelled,1,207,5714,1257,2017-02-09,2017-02-16,2017-02-19,22
1486,211,Stayed,1,207,1754,371,2017-02-04,2017-02-05,2017-02-06,21
1487,6892,Stayed,1,629,1949,413,2017-02-22,2017-02-23,2017-02-24,21
1488,142556,Stayed,1,629,2534,536,2017-02-18,2017-02-18,2017-02-19,21
1489,20003,Stayed,1,629,1624,343,2017-02-15,2017-02-15,2017-02-16,21
1490,163945,Stayed,1,629,1819,385,2017-02-13,2017-02-13,2017-02-14,21
1491,197333,"No Show",1,629,2534,536,2017-02-08,2017-02-11,2017-02-12,21
1492,98551,Stayed,1,629,2339,495,2017-02-09,2017-02-11,2017-02-12,21
1493,51963,Stayed,1,629,1819,385,2017-02-10,2017-02-10,2017-02-11,21
1494,51963,Stayed,1,629,1559,330,2017-02-09,2017-02-09,2017-02-10,21
1495,82195,Cancelled,1,629,2534,644,2017-02-09,2017-02-11,2017-02-12,25
1496,22963,Cancelled,1,440,2404,508,2017-02-28,2017-03-01,2017-03-02,21
1497,22963,Cancelled,1,440,2144,453,2017-02-27,2017-02-28,2017-03-01,21
1498,2161,"No Show",1,440,2599,550,2017-02-11,2017-02-14,2017-02-15,21
1499,8704,Cancelled,1,440,2599,550,2017-02-14,2017-02-14,2017-02-15,21
1500,8704,Stayed,1,440,2469,543,2017-02-07,2017-02-07,2017-02-08,22
1501,134836,"No Show",1,16,2989,633,2017-02-27,2017-03-04,2017-03-05,21
1502,134836,Cancelled,1,16,3379,715,2017-02-08,2017-02-11,2017-02-12,21
1503,134836,Cancelled,1,16,2729,578,2017-02-04,2017-02-08,2017-02-09,21
1504,58858,Stayed,1,16,2404,508,2017-02-27,2017-02-27,2017-02-28,21
1505,165303,Cancelled,1,16,2664,563,2017-02-14,2017-02-15,2017-02-16,21
1506,134836,Cancelled,1,16,2729,578,2017-02-09,2017-02-13,2017-02-14,21
1507,10629,Stayed,1,955,2144,453,2017-02-24,2017-02-24,2017-02-25,21
1508,10629,"No Show",1,955,2144,453,2017-02-24,2017-02-24,2017-02-25,21
1509,69975,Stayed,1,955,1689,358,2017-02-22,2017-02-22,2017-02-23,21
1510,41627,Stayed,1,955,2079,440,2017-02-12,2017-02-13,2017-02-14,21
1511,189815,Cancelled,1,955,2014,426,2017-02-06,2017-02-11,2017-02-12,21
1512,120625,Cancelled,1,955,2339,495,2017-02-07,2017-02-12,2017-02-13,21
1513,119466,Cancelled,1,955,1884,398,2017-02-06,2017-02-07,2017-02-08,21
1514,92417,Stayed,1,955,2079,440,2017-02-02,2017-02-03,2017-02-04,21
1515,18139,Cancelled,1,515,2664,563,2017-02-17,2017-02-18,2017-02-19,21
1516,73902,Cancelled,1,515,2664,563,2017-02-07,2017-02-07,2017-02-08,21
1517,10757,Cancelled,1,515,3184,673,2017-02-02,2017-02-04,2017-02-05,21
1518,159431,Stayed,1,523,3379,858,2017-02-18,2017-02-18,2017-02-19,25
1519,114366,"No Show",1,523,2209,468,2017-02-03,2017-02-03,2017-02-04,21
1520,13378,Stayed,1,523,2404,508,2017-02-01,2017-02-02,2017-02-03,21
1521,21854,Stayed,1,523,1689,0,2017-02-02,2017-02-04,2017-02-05,0
1522,45876,Stayed,1,243,2144,472,2017-02-14,2017-02-14,2017-02-15,22
1523,79732,Cancelled,1,243,2339,515,2017-02-04,2017-02-05,2017-02-06,22
1524,128016,"No Show",1,181,2404,508,2017-02-10,2017-02-11,2017-02-12,21
1525,85993,Stayed,1,399,2144,453,2017-02-21,2017-02-22,2017-02-23,21
1526,85993,Cancelled,1,399,2144,453,2017-02-21,2017-02-21,2017-02-22,21
1527,44291,Stayed,1,399,2144,545,2017-02-20,2017-02-21,2017-02-22,25
1528,59866,Stayed,1,399,2014,443,2017-02-09,2017-02-09,2017-02-10,22
1529,47054,Stayed,1,399,2209,468,2017-02-03,2017-02-03,2017-02-04,21
1530,1731,Stayed,1,399,1819,385,2017-02-02,2017-02-02,2017-02-03,21
1531,129346,Stayed,4,399,12605,2666,2017-02-14,2017-02-18,2017-02-19,21
1532,183381,Stayed,1,399,2144,453,2017-02-03,2017-02-04,2017-02-05,21
1533,6317,Cancelled,2,848,6757,1430,2017-02-25,2017-02-25,2017-02-26,21
1534,171784,Stayed,1,848,3054,646,2017-02-04,2017-02-04,2017-02-05,21
1535,72883,Stayed,1,848,2534,536,2017-02-02,2017-02-02,2017-02-03,21
1536,91232,"No Show",1,131,1819,400,2017-02-28,2017-03-01,2017-03-02,22
1537,108360,Cancelled,1,131,2079,440,2017-02-21,2017-02-25,2017-02-26,21
1538,1864,Stayed,1,131,1494,316,2017-02-22,2017-02-22,2017-02-23,21
1539,108360,Stayed,1,131,2144,453,2017-02-11,2017-02-12,2017-02-13,21
1540,16959,Stayed,1,131,2144,453,2017-02-08,2017-02-09,2017-02-10,21
1541,74860,Stayed,1,653,2599,550,2017-02-24,2017-02-25,2017-02-26,21
1542,74860,Cancelled,1,653,3119,660,2017-02-17,2017-03-01,2017-03-02,21
1543,74860,Cancelled,1,653,2534,536,2017-02-16,2017-02-22,2017-02-23,21
1544,56894,Stayed,1,653,2664,563,2017-02-16,2017-02-16,2017-02-17,21
1545,74860,Stayed,1,653,2274,481,2017-02-08,2017-02-08,2017-02-09,21
1546,139275,Stayed,1,653,2534,536,2017-02-04,2017-02-04,2017-02-05,21
1547,145744,Stayed,1,653,2339,495,2017-02-03,2017-02-03,2017-02-04,21
1548,56894,Stayed,1,653,2599,550,2017-02-01,2017-02-01,2017-02-02,21
1549,3207,Stayed,1,346,1819,385,2017-02-27,2017-02-27,2017-02-28,21
1550,150771,Stayed,1,346,2404,508,2017-02-22,2017-02-23,2017-02-24,21
1551,55556,Cancelled,1,346,2339,495,2017-02-16,2017-02-17,2017-02-18,21
1552,31316,Stayed,1,346,2209,561,2017-02-10,2017-02-10,2017-02-11,25
1553,3398,Stayed,1,346,5651,1196,2017-02-04,2017-02-05,2017-02-08,21
1554,193136,Stayed,1,176,2600,572,2017-02-25,2017-02-25,2017-02-26,22
1555,192011,Stayed,1,176,2315,490,2017-02-25,2017-02-25,2017-02-26,21
1556,184274,Cancelled,1,176,3419,724,2017-02-16,2017-02-18,2017-02-19,21
1557,180388,Cancelled,1,176,2209,468,2017-02-10,2017-02-15,2017-02-16,21
1558,193136,Cancelled,2,176,4186,921,2017-02-11,2017-02-12,2017-02-13,22
1559,186767,Stayed,2,176,3117,685,2017-02-09,2017-02-09,2017-02-10,22
1560,92694,Cancelled,1,176,2729,578,2017-02-04,2017-02-04,2017-02-05,21
1561,7845,Stayed,1,176,2011,426,2017-02-19,2017-02-20,2017-02-21,21
1562,32005,Stayed,1,517,1884,398,2017-02-26,2017-02-26,2017-02-27,21
1563,20754,Stayed,1,50,2664,563,2017-02-28,2017-03-03,2017-03-04,21
1564,13060,Stayed,1,50,2404,508,2017-02-27,2017-03-01,2017-03-02,21
1565,26860,Stayed,1,50,2469,523,2017-02-28,2017-02-28,2017-03-01,21
1566,45644,Stayed,1,50,6821,1443,2017-02-20,2017-02-20,2017-02-23,21
1567,7443,Stayed,1,50,3054,646,2017-02-17,2017-02-18,2017-02-19,21
1568,188409,Stayed,1,50,3444,728,2017-02-13,2017-02-17,2017-02-18,21
1569,12484,Cancelled,1,50,2534,536,2017-02-17,2017-02-22,2017-02-23,21
1570,21219,Stayed,1,50,5717,1210,2017-02-08,2017-02-08,2017-02-10,21
1571,57438,Stayed,2,50,8575,2177,2017-02-28,2017-03-01,2017-03-03,25
1572,182860,Stayed,1,447,1884,440,2017-02-14,2017-02-15,2017-02-16,23
1573,137777,Cancelled,1,447,1689,358,2017-02-03,2017-02-03,2017-02-04,21
1574,50187,Stayed,1,578,2794,591,2017-02-27,2017-02-27,2017-02-28,21
1575,95557,Stayed,2,578,6887,1748,2017-02-21,2017-02-21,2017-02-22,25
1576,167170,Stayed,1,578,6367,1400,2017-02-07,2017-02-08,2017-02-10,22
1577,78708,Stayed,1,241,1884,398,2017-02-21,2017-02-21,2017-02-22,21
1578,170646,Stayed,1,241,3897,857,2017-02-02,2017-02-15,2017-02-17,22
1579,170646,Stayed,1,241,1949,429,2017-02-02,2017-02-13,2017-02-14,22
1580,46095,Stayed,1,310,29375,6214,2017-02-03,2017-02-05,2017-02-17,21
1581,190372,Stayed,1,310,2664,586,2017-02-10,2017-02-10,2017-02-11,22
1582,114316,Stayed,1,310,2274,501,2017-02-07,2017-02-08,2017-02-09,22
1583,165036,Stayed,1,239,1888,416,2017-02-20,2017-02-21,2017-02-22,22
1584,79500,Stayed,1,239,5018,1062,2017-02-15,2017-02-18,2017-02-20,21
1585,21152,Cancelled,1,239,2129,469,2017-02-20,2017-02-21,2017-02-22,22
1586,5397,Stayed,1,239,5756,1218,2017-02-17,2017-02-18,2017-02-20,21
1587,60132,"No Show",1,239,2267,480,2017-02-11,2017-02-14,2017-02-15,21
1588,171180,Stayed,1,239,1888,399,2017-02-19,2017-02-19,2017-02-20,21
1589,21854,Stayed,1,239,2405,509,2017-02-15,2017-02-18,2017-02-19,21
1590,19760,Stayed,1,239,1888,399,2017-02-15,2017-02-17,2017-02-18,21
1591,6284,Stayed,1,239,1888,399,2017-02-15,2017-02-17,2017-02-18,21
1592,184192,Cancelled,1,239,2794,591,2017-02-08,2017-02-14,2017-02-15,21
1593,9858,Stayed,1,239,2426,514,2017-02-10,2017-02-10,2017-02-11,21
1594,9858,Stayed,1,239,1941,410,2017-02-09,2017-02-09,2017-02-10,21
1595,9858,Stayed,1,239,1641,348,2017-02-08,2017-02-08,2017-02-09,21
1596,85412,Stayed,1,239,1888,399,2017-02-08,2017-02-08,2017-02-09,21
1597,9858,Stayed,1,239,1695,359,2017-02-07,2017-02-07,2017-02-08,21
1598,110482,Stayed,1,77,7472,1581,2017-02-21,2017-02-28,2017-03-04,21
1599,72186,Cancelled,1,77,2327,493,2017-02-28,2017-03-04,2017-03-05,21
1600,6085,Stayed,1,77,2183,462,2017-02-27,2017-03-03,2017-03-04,21
1601,13359,Stayed,1,77,1888,399,2017-02-27,2017-02-27,2017-02-28,21
1602,71382,Stayed,1,77,4540,999,2017-02-11,2017-02-20,2017-02-22,22
1603,182292,Stayed,1,77,1888,399,2017-02-18,2017-02-20,2017-02-21,21
1604,19795,Stayed,1,77,1888,399,2017-02-18,2017-02-20,2017-02-21,21
1605,51090,Cancelled,1,77,2035,430,2017-02-18,2017-02-19,2017-02-20,21
1606,33581,Stayed,1,77,2729,578,2017-02-10,2017-02-18,2017-02-19,21
1607,47276,Cancelled,1,77,3229,820,2017-02-17,2017-02-18,2017-02-19,25
1608,36152,Stayed,1,77,2006,425,2017-02-16,2017-02-16,2017-02-17,21
1609,20223,Stayed,1,77,1993,421,2017-02-15,2017-02-16,2017-02-17,21
1610,78708,Cancelled,1,77,5132,1086,2017-02-13,2017-02-17,2017-02-19,21
1611,36152,Stayed,1,77,1942,411,2017-02-15,2017-02-15,2017-02-16,21
1612,63082,Cancelled,1,77,2233,473,2017-02-15,2017-02-15,2017-02-16,21
1613,93801,Stayed,1,77,2220,470,2017-02-11,2017-02-14,2017-02-15,21
1614,147059,Stayed,1,77,2239,474,2017-02-12,2017-02-12,2017-02-13,21
1615,13380,Cancelled,1,77,1976,418,2017-02-06,2017-02-09,2017-02-10,21
1616,6085,Stayed,1,77,1999,424,2017-02-04,2017-02-07,2017-02-08,21
1617,68265,Cancelled,1,77,2443,620,2017-02-02,2017-02-04,2017-02-05,25
1618,99396,Stayed,1,364,2404,508,2017-02-21,2017-02-23,2017-02-24,21
1619,11025,Stayed,1,364,1884,398,2017-02-19,2017-02-19,2017-02-20,21
1620,11025,Stayed,1,364,2079,440,2017-02-18,2017-02-18,2017-02-19,21
1621,116510,Stayed,1,364,1884,415,2017-02-11,2017-02-13,2017-02-14,22
